movie,actor
The Usual Suspects,Judy Davis
The Usual Suspects,Frank McRae
The Usual Suspects,Ray Barrett
The Usual Suspects,Bert Freed
The Wizard of Oz,William Hickey
The Wizard of Oz,Don Stroud
The Wizard of Oz,Otto Kruger
The Wizard of Oz,Robert Stephens
Stalag 17,Mickey Rooney
Stalag 17,Robert Cummings
Stalag 17,Lisa Blount
Stalag 17,Charlotte Lewis
Angel Heart,Robert Downey Jr.
Angel Heart,Donald O'Connor
Angel Heart,Don McKellar
Angel Heart,Magdalena Mielcarz
THX 1138,Patrice Martinez
THX 1138,John Ritter
THX 1138,Lou Diamond Phillips
THX 1138,Robert Beltran
Lost Highway,Meg Foster
Lost Highway,Billy Crudup
Lost Highway,Carolyn Mitchell
Lost Highway,Bruce Willis
When Harry Met Sally,Paul Muni
When Harry Met Sally,Robert Quarry
When Harry Met Sally,Katharine Houghton
When Harry Met Sally,Stringer Davis
Butch Cassidy and the Sundance Kid,Sean Combs
Butch Cassidy and the Sundance Kid,Upendra Limaye
Butch Cassidy and the Sundance Kid,Joseph Scoren
Butch Cassidy and the Sundance Kid,Jack Lemmon
Dr. No,Lauren Hutton
Dr. No,Cristi Harris
Dr. No,Ian Richardson
Dr. No,Morris Ankrum
Boyz N The Hood,Donald Pleasence
Boyz N The Hood,Ellie Raab
Boyz N The Hood,Tom Sizemore
Boyz N The Hood,Sally Hawkins
M.A.S.H.,Marlene Dietrich
M.A.S.H.,Lee Horsley
M.A.S.H.,Karl Hardman
M.A.S.H.,Eva Longoria Parker
On the Waterfront,Harry Crosby
On the Waterfront,Nancy Travis
On the Waterfront,Dean Martin
On the Waterfront,Humphrey Bogart
"""Paris",Sean Combs
"""Paris",Daniel von Bargen
"""Paris",Loryn Locklin
"""Paris",Robert Sean Leonard
From Russia with Love,Sean Combs
From Russia with Love,Hollye Holmes
From Russia with Love,Gerrit Graham
From Russia with Love,Shirley Anne Field
Goldfinger,Sean Combs
Goldfinger,Claudia Stedelin
Goldfinger,Adewale Akinnuoye-Agbaje
Goldfinger,Luc Montagnier
Thunderball,Helen Hayes
Thunderball,Bill Nunn
Thunderball,Carroll O'Connor
Thunderball,Jamey Sheridan
Twister,Charlotte Rampling
Twister,Stephen Baldwin
Twister,Jack Elam
Twister,Haviland Morris
Ben-Hur,Sean Combs
Ben-Hur,Ake Nyman
Ben-Hur,Karen Morley
Ben-Hur,Mickey Rourke
You Only Live Twice,George Kennedy
You Only Live Twice,Diana Körner
You Only Live Twice,Ted Sorel
You Only Live Twice,Gabriel Macht
On Her Majesty's Secret Service,Robert MacNaughton
On Her Majesty's Secret Service,Jane Galloway Heitz
On Her Majesty's Secret Service,Kirk Acevedo
On Her Majesty's Secret Service,Rhea Perlman
Out of the Past,Sig Ruman
Out of the Past,Carrie Fisher
Out of the Past,Michael Berryman
Out of the Past,Lance Guest
Aliens,John Terry
Aliens,Samuel E. Wright
Aliens,Ulrich Noethen
Aliens,Bruce Welch
Pulp Fiction,Sean Combs
Pulp Fiction,Jill Ireland
Pulp Fiction,Charles Fleischer
Pulp Fiction,Lana Turner
Diamonds Are Forever,Roger Livesey
Diamonds Are Forever,Christopher Lambert
Diamonds Are Forever,Britney Spears
Diamonds Are Forever,Matthew Sunderland
The Man with the Golden Gun,Jock Mahoney
The Man with the Golden Gun,David Miller
The Man with the Golden Gun,Matthew Lillard
The Man with the Golden Gun,James Whitmore
Contact,Susan Lynch
Contact,Sean Patrick Flanery
Contact,Robert Preston
Contact,Raymond Burr
Dead Man Walking,Mervyn Johns
Dead Man Walking,Clifton Webb
Dead Man Walking,Annette Woska
Dead Man Walking,Victor McLaglen
The Bridges Of Madison County,Roger Livesey
The Bridges Of Madison County,B.D. Wong
The Bridges Of Madison County,Cuba Gooding Jr.
The Bridges Of Madison County,Richard Jordan
The Spy Who Loved Me,Jack Nance
The Spy Who Loved Me,Sheldon Peters Wolfchild
The Spy Who Loved Me,Danny Kaye
The Spy Who Loved Me,Scarlett Johansson
The Shining,Julian Sands
The Shining,Andersen Gabrych
The Shining,Tim Meadows
The Shining,Jack Lambert
Short Cuts,Woodrow Parfrey
Short Cuts,Diane Clare
Short Cuts,Michael Moriarty
Short Cuts,Marie-Christine Barrault
Manhattan,Roger Livesey
Manhattan,Logan Lerman
Manhattan,Michael Lerner
Manhattan,Corin Redgrave
Moonraker,Roger Livesey
Moonraker,Carol van Herwijnen
Moonraker,Tony Todd
Moonraker,Lynn Redgrave
For Your Eyes Only,Roger Livesey
For Your Eyes Only,Matthew Sunderland
For Your Eyes Only,Louis Hofmann
For Your Eyes Only,Kristina Kennedy
Octopussy,Vivica A. Fox
Octopussy,Marlene Dietrich
Octopussy,Kim Greist
Octopussy,Karl Hardman
A Streetcar Named Desire,Woodrow Parfrey
A Streetcar Named Desire,Diane Clare
A Streetcar Named Desire,Tony Randall
A Streetcar Named Desire,Carmen Argenziano
Annie Hall,John Leguizamo
Annie Hall,Paul Massie
Annie Hall,George Hamilton
Annie Hall,Rik Mayall
A Hard Day's Night,Betsy Palmer
A Hard Day's Night,Anne Bancroft
A Hard Day's Night,George Rose
A Hard Day's Night,Cecillia Stark
All About Eve,Roger Livesey
All About Eve,Christopher Stone
All About Eve,Tanya Fenmore
All About Eve,Gore Vidal
A View to a Kill,Timothy Carhart
A View to a Kill,Maryam Zaree
A View to a Kill,Jeremy Theobald
A View to a Kill,Joe Dallesandro
The Living Daylights,Pier Angeli
The Living Daylights,Sean Barry-Weske
The Living Daylights,Ivana Milicevic
The Living Daylights,Faith Domergue
GoldenEye,Hugh Fraser
GoldenEye,Andersen Gabrych
GoldenEye,James Fillmore
GoldenEye,Simon Billig
Four Weddings And A Funeral,Hobart Bosworth
Four Weddings And A Funeral,Harvey Fierstein
Four Weddings And A Funeral,Sam Jaffe
Four Weddings And A Funeral,Anna Palk
The Piano,Pier Angeli
The Piano,Jonathan Penner
The Piano,Michelle Williams
The Piano,Teri Garr
Tomorrow Never Dies,Arnold Lucy
Tomorrow Never Dies,Jamie Gillis
Tomorrow Never Dies,Todd Graff
Tomorrow Never Dies,Bill Nunn
True Lies,Craig Vandenburgh
True Lies,David Prowse
True Lies,Kenneth Williams
True Lies,Malcolm McDowell
Time Bandits,Jim Brown
Time Bandits,Laura Harris
Time Bandits,Nipsey Russell
The Truman Show,Tim Conway
The Truman Show,Susan Lynch
The Truman Show,Barret Oliver
The Truman Show,Richard Ney
The Rocky Horror Picture Show,Alastair Sim
The Rocky Horror Picture Show,Sharon Gless
The Rocky Horror Picture Show,Andersen Gabrych
The Rocky Horror Picture Show,Jeff Anderson
The Muse,Pier Angeli
The Muse,Sophie Lee
The Muse,Robert Brown
The Muse,Denise Darcel
The World Is Not Enough,Daniel Brühl
The World Is Not Enough,Eva Bartok
The World Is Not Enough,Madonna
The World Is Not Enough,Judi Bowker
Casino Royale,Michael Dolan
Casino Royale,Robert Downey Jr.
Casino Royale,Barbara Harris
Casino Royale,Tuesday Knight
Falling Down,Tom Courtenay
Falling Down,Jeanne Moreau
Falling Down,Gene Evans
Falling Down,Ed Flanders
The Firm,Anne Archer
The Firm,Duncan Regehr
The Firm,Katharine Houghton
The Firm,William Conrad
The Graduate,Griffin Dunne
The Graduate,Chiara Mastroianni
The Graduate,Harold Warrender
The Graduate,Kirsty Child
A Night at the Opera,Wesley Addy
A Night at the Opera,Stephen Dillane
A Night at the Opera,Koyuki
A Night at the Opera,N!xau
Blade,Charles Herbert
Blade,Tyrin Turner
Blade,Marlee Matlin
Blade,Elsa Lancaster
Witness for the Prosecution,Sean Combs
Witness for the Prosecution,Kitty Winn
Witness for the Prosecution,Max Wall
Witness for the Prosecution,Barbara Bosson
Never Say Never Again,Tom Courtenay
Never Say Never Again,Kelly Lynch
Never Say Never Again,Ursula Weiss
Never Say Never Again,Anthony Barrile
Top Gun,Bruce Welch
Top Gun,Hal Holbrook
Top Gun,Tone Loc
Top Gun,Olivia Newton-John
The Sixth Sense,John Loder
The Sixth Sense,Peter O'Farrell
The Sixth Sense,Joan Blondell
The Sixth Sense,Dennis Dugan
The Last Emperor,Margaret O'Brien
The Last Emperor,Arthur Hunnicutt
The Last Emperor,Moses Gunn
The Last Emperor,James Remar
"""Murder",Margaret O'Brien
"""Murder",Stockard Channing
"""Murder",Robert Montgomery
"""Murder",Flea
Murder at the Gallop,Gemma Phoenix
Murder at the Gallop,John Malkovich
Murder at the Gallop,Lynda Day George
Murder at the Gallop,Seth Meyers
Faces,John Terry
Faces,Nicolas Bro
Faces,Joachim Fuchsberger
Faces,Dominique Sanda
Face/Off,George Chakiris
Face/Off,Quentin Crisp
Face/Off,Harvey Fierstein
Face/Off,Juliette Binoche
From Dusk Till Dawn,Margaret O'Brien
From Dusk Till Dawn,Ron Livingston
From Dusk Till Dawn,Bud Cort
From Dusk Till Dawn,Andrea Roth
Murder Most Foul,Margaret O'Brien
Murder Most Foul,Lionel Barrymore
Murder Most Foul,Bud Cort
Murder Most Foul,William McNamara
Murder Ahoy!,Marilyn Ghigliotti
Murder Ahoy!,Jane Rose
Murder Ahoy!,Elliott Grey
Murder Ahoy!,Charles Cioffi
Gentlemen Prefer Blondes,Graem McGavin
Monty Python and the Holy Grail,Bruce Cabot
Monty Python and the Holy Grail,Ellen Page
Monty Python and the Holy Grail,Richard Davalos
Monty Python and the Holy Grail,Bethel Leslie
The Evil Dead,Bruce Cabot
The Evil Dead,Sara Shane
The Evil Dead,Dan Hedaya
The Evil Dead,Kasi Lemmons
Evil Dead II,Bruce Cabot
Evil Dead II,Elvis Presley
Evil Dead II,Marcia Strassman
Evil Dead II,Iain Quarrier
Army of Darkness,Robert Cummings
Army of Darkness,Ray Bolger
Army of Darkness,Joe Pantoliano
Army of Darkness,Lorna Luft
Goodfellas,Vivica A. Fox
Goodfellas,Clarence Felder
Goodfellas,Olivia d'Abo
Goodfellas,Thomas Jane
Gone with the Wind,Mac Davis
Gone with the Wind,Joe Pantoliano
Gone with the Wind,Daniel Southern
Gone with the Wind,John Harkins
Home Alone,Mac Davis
Home Alone,Joe Pantoliano
Home Alone,Catherine McCormack
Home Alone,Daniel Southern
Home Alone 2 - Lost in New York,Ethan Embry
Home Alone 2 - Lost in New York,Judd Nelson
Home Alone 2 - Lost in New York,Gordon Warnecke
Home Alone 2 - Lost in New York,Ulrich Noethen
Gattaca,Ben Johnson
Gattaca,Roger Rees
Gattaca,Candace Glendenning
Gattaca,Rosemary Murphy
Gandhi,Robin Tunney
Gandhi,Sally Ann Howes
Gandhi,Pier Angeli
Gandhi,Harve Presnell
Mrs. Doubtfire,Adrien Brody
Mrs. Doubtfire,Jamie Gillis
Mrs. Doubtfire,Janet Landgard
Mrs. Doubtfire,John Hodiak
The Fog,Charlie Korsmo
The Fog,Will Smith
The Fog,Flora Robson
The Fog,Kevin Costner
Platoon,Isabell Jewell
Platoon,Kurtwood Smith
Platoon,Dennis Hoey
Platoon,Laura Dean
Blue Velvet,Gregory Jones
Blue Velvet,Lee Marvin
Blue Velvet,David Tress
Blue Velvet,Billie Dove
The Omen,Nicolas Bro
The Omen,Meg Foster
The Omen,Andie MacDowell
The Omen,Dennis Farina
City Of Angels,Sarah Jessica Parker
City Of Angels,Ryan O`Neal
City Of Angels,Redd Foxx
City Of Angels,Selena Royle
Cruel Intentions,Robin Tunney
Cruel Intentions,Flora Robson
Cruel Intentions,Tuesday Weld
Cruel Intentions,Chieko Matsubara
"""Good Morning",James Madio
"""Good Morning",Sue Casey
"""Good Morning",Shelley Long
"""Good Morning",Peter Sarsgaard
Lolita,Gregory Jones
Lolita,Audrey Dalton
Lolita,Ed Quinn
Lolita,Hart Bochner
Roman Holiday,Meryl Streep
Roman Holiday,John Carroll Lynch
Roman Holiday,Ruth Gemmell
Roman Holiday,Sid Caesar
Rosemary's Baby,Brad Greenquist
Rosemary's Baby,Morey Amsterdam
Rosemary's Baby,Gwen Welles
Rosemary's Baby,Quentin Tarantino
Se7en,Bruce Davison
Se7en,Cliff Osmond
Se7en,Ron Rich
Se7en,Jesse Metcalfe
Silent Running,Kalina Jedrusik
Silent Running,Lloyd Bochner
Silent Running,Peter Gallagher
Silent Running,Julie Delpy
Airplane!,David Morse
Airplane!,Jennifer Warren
Airplane!,Griff Barnett
Airplane!,John Wood
An American Werewolf In London,Elizabeth Daily
An American Werewolf In London,Michael Wright
An American Werewolf In London,Milton Berle
An American Werewolf In London,Sessue Hayakawa
Austin Powers: International Man Of Mystery,Mike Minett
Austin Powers: International Man Of Mystery,Heather Donahue
Austin Powers: The Spy Who Shagged Me,Kevin Anderson
Austin Powers: The Spy Who Shagged Me,Billy Connolly
Austin Powers: The Spy Who Shagged Me,Robert Cummings
Austin Powers: The Spy Who Shagged Me,Brad Greenquist
Sleepers,Kevin Conroy
Sleepers,Tommy Flanagan
Sleepers,Gary Merrill
Sleepers,Kevin Anderson
JFK,Spencer Breslin
JFK,Burt Kwouk
JFK,Richard Wattis
JFK,Marlee Matlin
Judgment at Nuremberg,Nicole Beharie
Judgment at Nuremberg,Everett Sloane
Judgment at Nuremberg,Richard Roundtree
Judgment at Nuremberg,Jim Breuer
Moulin Rouge!,Dennis Price
Moulin Rouge!,Apollonia Kotero
Moulin Rouge!,Patricia Charbonneau
Moulin Rouge!,Gemma Phoenix
Playing by Heart,William Hickey
Playing by Heart,Jack Elam
Playing by Heart,Alec Clunes
Playing by Heart,Serena Grandi
The Bridge on the River Kwai,Simone Griffeth
The Bridge on the River Kwai,Vonetta McGee
The Bridge on the River Kwai,Paul Mercurio
The Bridge on the River Kwai,Charles Starrett
Diabolique,Michael Reilly Burke
Diabolique,Patricia Morison
Diabolique,Hugh Laurie
Diabolique,Sam J. Jones
The Day the Earth Stood Still,Jack Nance
The Day the Earth Stood Still,Fay Wray
The Day the Earth Stood Still,John Hurt
The Day the Earth Stood Still,Perry King
Chinatown,Walter Matthau
Chinatown,Anne Christianson
Chinatown,Leslie Mann
Chinatown,Warren Oates
Forbidden Planet,Jeff Goldblum
Forbidden Planet,Fairuza Balk
Forbidden Planet,Rex Harrison
Forbidden Planet,Lana Wood
This Island Earth,Peter Lind Hayes
This Island Earth,Ellen Sandweiss
This Island Earth,Inga Swenson
This Island Earth,Otto Preminger
M,James Whitmore
M,Sonja Henie
M,Deborah Ann Woll
M,Peter Dobson
Videodrome,Dennis Storhøi
Videodrome,Eddie Barth
Videodrome,Gene Davis
Videodrome,Tim Henry
Duel,Richard Donat
Duel,François Berléand
Duel,Teresa Wright
Duel,Melina Mercouri
Close Encounters of the Third Kind,Frances Sternhagen
Close Encounters of the Third Kind,Leonard Whiting
Close Encounters of the Third Kind,Brad Davis
Close Encounters of the Third Kind,Joss Ackland
Dune,Fardeen Khan
Dune,Ruth Nelson
Dune,Robert Wagner
Dune,Leo Fuchs
Strangers on a Train,David Della Rocco
Strangers on a Train,Gilles Ségal
Strangers on a Train,Martin Kove
Strangers on a Train,Mischa Barton
The X Files,Warren Stevens
The X Files,Ursula Weiss
The X Files,Joanne Samuel
The X Files,Jean Louisa Kelly
Willow,Peter Lorre
Willow,Caerthan Banks
Willow,Ralph Meeker
Willow,John Gregson
Dragonslayer,Ken Leung
Dragonslayer,Lyoyd Hughes
Dragonslayer,Frances Sternhagen
Dragonslayer,Alphonsia Emmanuel
Krull,Celeste Holm
Krull,Treat Williams
Krull,Stanley Baker
Krull,Joy Boushel
Brief Encounter,Jim Brown
Brief Encounter,Cameron Bright
Brief Encounter,Nancy Allen
Brief Encounter,Tim Allen
The Mask,Bob Hope
The Mask,Christopher Lee
The Mask,Joanasie Salamonie
The Mask,Charles Durning
Who Framed Roger Rabbit,Tom Guiry
Who Framed Roger Rabbit,Tom Selleck
Who Framed Roger Rabbit,Edward Asner
Who Framed Roger Rabbit,Barry Newman
Saving Private Ryan,Tom Guiry
Saving Private Ryan,Meg Foster
Saving Private Ryan,Bill Paxton
Saving Private Ryan,Rosie Perez
Sleepless in Seattle,Glenn Anders
Sleepless in Seattle,John Mahoney
Sleepless in Seattle,Michelle Monaghan
Sleepless in Seattle,Suzy Amis
Dangerous Liaisons,Matt McCoy
Dangerous Liaisons,D.W. Moffett
Dangerous Liaisons,John Witherspoon
Dangerous Liaisons,Allison Janney
WarGames,Arnold Lucy
WarGames,Sharon Gless
WarGames,Rachel Thomas
WarGames,Ronee Blakley
Total Recall,Tom Guiry
Total Recall,Tilda Swinton
Total Recall,Don Pedro Colley
Total Recall,John Mills
Toy Story,Tom Guiry
Toy Story,Tilda Swinton
Toy Story,Joan Crawford
Toy Story,Kelly Rowan
Toy Story 2,Leon Rippy
Toy Story 2,Dorsey Wright
Toy Story 2,Raul Julia
Toy Story 2,Malcom Dixon
Cool Runnings,Arnold Lucy
Cool Runnings,Maria Bello
Cool Runnings,Yancy Butler
Cool Runnings,Jim Broadbent
The Running Man,Johnathon Schaech
The Running Man,Kate Reid
The Running Man,Julie Carmen
The Running Man,Duncan Regehr
Finding Neverland,Sharon Gless
Finding Neverland,William Atherton
Finding Neverland,Tom Baker
Finding Neverland,Polly Bergen
Sliver,Mark Stevens
Sliver,Tim Robbins
Sliver,Helena Bergström
Sliver,Michael Clark
Planet of the Apes,Miguel Ferrer
Planet of the Apes,Hideo Sakaki
Planet of the Apes,Tate Donovan
Planet of the Apes,Chief Dan George
Dolls,Gene Hackman
Dolls,Donald Moffat
Dolls,Dean Stockwell
Dolls,Jean Carson
Singin' in the Rain,Whitney Houston
Singin' in the Rain,Marg Helgenberger
Singin' in the Rain,Danny Dyer
Singin' in the Rain,Akim Tamiroff
The Color Purple,Paul Schulze
The Color Purple,Wendy Gazelle
The Color Purple,Leo Gordon
The Color Purple,Robert Sean Leonard
A Man for All Seasons,Marlee Matlin
A Man for All Seasons,Clint Walker
A Man for All Seasons,Anna Massey
A Man for All Seasons,Warner Baxter
Shanghai Express,Robin Tunney
Shanghai Express,Duncan Regehr
Shanghai Express,Julia Ormond
Shanghai Express,Bob Hope
Hook,Tom Courtenay
Hook,Jack Nance
Hook,Delroy Lindo
Hook,Kevin Anderson
A Few Good Men,James Simmons
A Few Good Men,Deborah Harry
A Few Good Men,Hobart Bosworth
A Few Good Men,Eli Wallach
Crash,Steve Martin
Crash,Edward Furlong
Crash,Ann Wedgeworth
Crash,Karl Hardman
The Cincinnati Kid,Frederick Stafford
The Cincinnati Kid,Myrna Fahey
The Cincinnati Kid,Dan O`Herlihy
The Cincinnati Kid,Terence Stramp
The Best Years of Our Lives,John Glover
The Best Years of Our Lives,Elizabeth McGovern
The Best Years of Our Lives,Rick Kunzi
The Best Years of Our Lives,Roshan Seth
The Flintstones,Duncan Regehr
The Flintstones,Robert Quarry
The Flintstones,Jack Thompson
The Flintstones,Marthe Keller
All the President's Men,Burt Kwouk
All the President's Men,Karl Hardman
All the President's Men,Thandie Newton
All the President's Men,Neve Campbell
Birdman of Alcatraz,Kate del Castillo
Birdman of Alcatraz,Cary Elwes
Birdman of Alcatraz,May McAvoy
Birdman of Alcatraz,Virginia Mayo
Bringing Up Baby,Paul Muni
Bringing Up Baby,George Hines
Bringing Up Baby,Luke Arnold
Bringing Up Baby,Morgan Jones
Cool Hand Luke,Judy Davis
Cool Hand Luke,Margaret Loveys
Cool Hand Luke,Marty Feldman
Cool Hand Luke,Lucie Mannheim
Meet Me in St. Louis,Hume Cronyn
Meet Me in St. Louis,Laura San Giacomo
Meet Me in St. Louis,John Richardson
Meet Me in St. Louis,Martha O'Driscoll
The Big Sleep,Véra Clouzot
The Big Sleep,Constance Towers
The Big Sleep,Uma Thurman
The Big Sleep,Eve Gordon
The Bank Dick,Steve Martin
The Bank Dick,Fay Wray
The Bank Dick,Paul Blackthome
The Bank Dick,Jack Webb
The Thomas Crown Affair,Charley Grapewin
The Thomas Crown Affair,Paula Raymond
The Thomas Crown Affair,Jack Nicholson
The Great Dictator,Steve Martin
The Great Dictator,Robert Urquhart
The Great Dictator,Jackson Hurst
The Great Dictator,Don Duong
Bullitt,Kieran Culkin
Bullitt,Bruce Welch
Bullitt,John Kerr
Bullitt,William Conrad
Blind Date,Johnathon Schaech
Blind Date,Gary Daniels
Blind Date,Craig Wasson
Blind Date,Lance Guest
Dead Man,David Duchovny
Dead Man,Ken Cheeseman
Dead Man,Scott Grimes
Dead Man,Gayle Hunnicutt
Dawn of the Dead,Oskar Werner
Dawn of the Dead,Danielle von Zerneck
Dawn of the Dead,Giacomo Rossi-Stuart
Dawn of the Dead,Richard E. Grant
Do the Right Thing,Tilda Swinton
Do the Right Thing,Alan Randolph Scott
Do the Right Thing,Tony Roberts
Do the Right Thing,Sam Robards
Galaxy Quest,Howard Stern
Galaxy Quest,John Longden
Galaxy Quest,Kevyn Major Howard
Galaxy Quest,Don Rickles
Gremlins,Zach Galifianakis
Gremlins,Phoebe Brand
Gremlins,John Gielgud
Gremlins,Robert Preston
Gremlins 2: The New Batch,Matt McCoy
Gremlins 2: The New Batch,Jean Peters
Gremlins 2: The New Batch,Maria Perschy
Gremlins 2: The New Batch,Hana Maria Pravda
Godzilla,Julie Carmen
Godzilla,Donald Pleasence
Godzilla,Hidetoshi Nishijima
Godzilla,Cleavon Little
Don’t Look Now,Peter Sarsgaard
Don’t Look Now,David Naughton
Don’t Look Now,Robert Vaughn
Don’t Look Now,Cantinflas
The Pink Panther,Al Freeman Jr.
The Pink Panther,Maxwell Caulfield
The Pink Panther,Warner Baxter
The Pink Panther,Eugene Pallette
The Jazz Singer,Margaret Lindsay
The Jazz Singer,Michael Rapaport
The Jazz Singer,Paul Linke
The Jazz Singer,Dallas Roberts
The Lady Vanishes,Mel Ferrer
The Lady Vanishes,Danny Dyer
The Lady Vanishes,Gary Bakewell
The Lady Vanishes,Mitch Pileggi
Lethal Weapon,Mel Ferrer
Lethal Weapon,Danny Dyer
Lethal Weapon,Joe Pantoliano
Lethal Weapon,Josiane Stoléru
Lethal Weapon 2,Mel Ferrer
Lethal Weapon 2,Danny Dyer
Lethal Weapon 2,Joe Pantoliano
Lethal Weapon 2,Rene Auberjonois
Lethal Weapon 3,Mel Ferrer
Lethal Weapon 3,Danny Dyer
Lethal Weapon 3,Joe Pantoliano
Lethal Weapon 3,Rene Auberjonois
Lethal Weapon 4,Joan Cusack
Lethal Weapon 4,Louis Hofmann
Lethal Weapon 4,Mads Mikkelsen
Lethal Weapon 4,Marcel Iures
